order_id,order_date,category,product_name,unit_price_rm,quantity,total_sales_rm,region,state,payment_method
ORD10110,2025-02-02,Electronics,Laptop,3614,2,7228,West Malaysia,Penang,GrabPay
ORD10111,2025-10-27,Fashion,Backpack,289,1,289,West Malaysia,Pahang,GrabPay
ORD10113,2025-08-31,Home,Desk Lamp,794,2,1588,West Malaysia,Melaka,GrabPay
ORD10114,2025-02-02,Fashion,T-Shirt,250,4,1000,West Malaysia,Selangor,GrabPay
ORD10115,2025-03-03,Electronics,Laptop,3490,2,6980,West Malaysia,Selangor,FPX
ORD10116,2025-04-23,Home,Coffee Maker,133,3,399,West Malaysia,Melaka,FPX
ORD10119,2025-11-12,Home,Desk Lamp,786,3,2358,West Malaysia,Kuala Lumpur,GrabPay
ORD10122,2025-06-01,Home,Coffee Maker,788,2,1576,West Malaysia,Johor,Credit Card
ORD10126,2025-03-20,Home,Coffee Maker,106,2,212,West Malaysia,Pahang,Credit Card
ORD10127,2025-02-17,Fashion,T-Shirt,269,4,1076,West Malaysia,Selangor,TNG eWallet
ORD10130,2025-11-14,Home,Office Chair,796,3,2388,West Malaysia,Selangor,TNG eWallet
ORD10132,2025-07-13,Home,Office Chair,658,1,658,West Malaysia,Kuala Lumpur,FPX
ORD10133,2025-04-12,Fashion,Sunglasses,97,3,291,West Malaysia,Melaka,Credit Card
ORD10134,2025-02-19,Fashion,Backpack,65,3,195,West Malaysia,Johor,TNG eWallet
ORD10136,2025-02-04,Fashion,Sneakers,210,2,420,West Malaysia,Selangor,TNG eWallet
ORD10137,2025-08-25,Home,Office Chair,399,1,399,West Malaysia,Pahang,GrabPay
ORD10138,2025-03-10,Fashion,T-Shirt,122,4,488,West Malaysia,Pahang,FPX
ORD10141,2025-03-03,Home,Office Chair,463,2,926,West Malaysia,Selangor,TNG eWallet
ORD10142,2025-12-10,Electronics,Laptop,3421,4,13684,West Malaysia,Perak,TNG eWallet
ORD10149,2025-11-14,Fashion,T-Shirt,197,2,394,West Malaysia,Penang,TNG eWallet
ORD10150,2025-05-11,Electronics,Laptop,430,2,860,West Malaysia,Pahang,TNG eWallet
ORD10151,2025-03-02,Electronics,Smartphone,4176,1,4176,West Malaysia,Melaka,FPX
ORD10154,2025-09-20,Fashion,Sneakers,141,4,564,West Malaysia,Johor,GrabPay
ORD10155,2025-01-31,Electronics,Wireless Earbuds,2102,4,8408,West Malaysia,Pahang,FPX
ORD10156,2025-10-09,Electronics,Smartphone,769,3,2307,West Malaysia,Kuala Lumpur,FPX
ORD10157,2025-06-30,Electronics,Laptop,2332,1,2332,West Malaysia,Kedah,Credit Card
ORD10158,2025-06-29,Home,Desk Lamp,656,4,2624,West Malaysia,Selangor,FPX
ORD10159,2025-05-05,Home,Desk Lamp,159,4,636,West Malaysia,Selangor,GrabPay
ORD10164,2025-05-23,Home,Office Chair,706,2,1412,West Malaysia,Pahang,TNG eWallet
ORD10167,2025-03-10,Electronics,Smartphone,1270,4,5080,West Malaysia,Perak,GrabPay
ORD10168,2025-06-13,Fashion,Backpack,387,3,1161,West Malaysia,Kuala Lumpur,FPX
ORD10169,2025-03-23,Home,Coffee Maker,489,1,489,West Malaysia,Penang,TNG eWallet
ORD10170,2025-06-16,Fashion,Backpack,232,1,232,West Malaysia,Pahang,FPX
ORD10172,2025-10-06,Home,Air Purifier,334,1,334,West Malaysia,Johor,GrabPay
ORD10173,2025-09-09,Home,Desk Lamp,144,4,576,West Malaysia,Johor,Credit Card
ORD10177,2025-01-02,Fashion,Sneakers,315,4,1260,West Malaysia,Penang,FPX
ORD10178,2025-08-24,Home,Coffee Maker,668,2,1336,West Malaysia,Melaka,GrabPay
ORD10180,2025-03-14,Electronics,Smartwatch,2360,2,4720,West Malaysia,Kedah,FPX
ORD10183,2025-03-04,Electronics,Laptop,1735,3,5205,West Malaysia,Johor,FPX
ORD10184,2025-07-15,Home,Coffee Maker,376,1,376,West Malaysia,Pahang,Credit Card
ORD10185,2025-06-06,Electronics,Wireless Earbuds,1811,2,3622,West Malaysia,Melaka,Credit Card
ORD10186,2025-03-31,Home,Office Chair,641,4,2564,West Malaysia,Perak,FPX
ORD10189,2025-08-03,Home,Desk Lamp,611,3,1833,West Malaysia,Perak,FPX
ORD10190,2025-08-11,Electronics,Wireless Earbuds,4084,1,4084,West Malaysia,Perak,Credit Card
ORD10191,2025-05-24,Fashion,T-Shirt,84,2,168,West Malaysia,Johor,GrabPay
ORD10194,2025-10-17,Electronics,Laptop,2492,4,9968,West Malaysia,Pahang,GrabPay
ORD10195,2025-08-24,Electronics,Laptop,2431,3,7293,West Malaysia,Selangor,FPX
ORD10197,2025-06-28,Fashion,Backpack,344,3,1032,West Malaysia,Perak,Credit Card
ORD10199,2025-04-26,Electronics,Wireless Earbuds,1880,1,1880,West Malaysia,Selangor,GrabPay
ORD10200,2025-01-31,Home,Office Chair,204,3,612,West Malaysia,Selangor,FPX
ORD10201,2025-12-13,Electronics,Laptop,3584,3,10752,West Malaysia,Penang,GrabPay
ORD10202,2025-10-21,Electronics,Smartphone,3144,2,6288,West Malaysia,Kedah,FPX
ORD10203,2025-05-17,Electronics,Wireless Earbuds,1652,2,3304,West Malaysia,Perak,TNG eWallet
ORD10207,2025-10-31,Home,Desk Lamp,378,4,1512,West Malaysia,Penang,Credit Card
ORD10208,2025-04-22,Fashion,Sneakers,234,2,468,West Malaysia,Perak,GrabPay
ORD10209,2025-01-25,Electronics,Laptop,3470,1,3470,West Malaysia,Kedah,GrabPay
ORD10212,2025-02-22,Home,Coffee Maker,489,3,1467,West Malaysia,Johor,Credit Card
ORD10215,2025-12-11,Fashion,Backpack,100,4,400,West Malaysia,Selangor,FPX
ORD10217,2025-04-14,Home,Desk Lamp,300,4,1200,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10218,2025-11-29,Home,Office Chair,468,2,936,West Malaysia,Penang,FPX
ORD10220,2025-11-06,Fashion,Sneakers,50,3,150,West Malaysia,Kuala Lumpur,GrabPay
ORD10221,2025-08-16,Home,Coffee Maker,627,2,1254,West Malaysia,Melaka,Credit Card
ORD10225,2025-05-24,Fashion,Sunglasses,384,2,768,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10226,2025-01-12,Electronics,Laptop,3779,4,15116,West Malaysia,Perak,Credit Card
ORD10231,2025-09-23,Electronics,Wireless Earbuds,2968,3,8904,West Malaysia,Penang,TNG eWallet
ORD10232,2025-09-08,Electronics,Smartphone,858,1,858,West Malaysia,Pahang,GrabPay
ORD10234,2025-04-08,Fashion,Sunglasses,128,3,384,West Malaysia,Perak,TNG eWallet
ORD10235,2025-06-06,Home,Coffee Maker,759,4,3036,West Malaysia,Penang,Credit Card
ORD10236,2025-06-15,Electronics,Wireless Earbuds,1399,4,5596,West Malaysia,Selangor,Credit Card
ORD10237,2025-11-12,Home,Desk Lamp,203,1,203,West Malaysia,Kedah,GrabPay
ORD10241,2025-03-13,Fashion,Backpack,221,2,442,West Malaysia,Selangor,TNG eWallet
ORD10244,2025-11-15,Home,Air Purifier,568,1,568,West Malaysia,Perak,TNG eWallet
ORD10245,2025-08-01,Home,Desk Lamp,392,4,1568,West Malaysia,Johor,Credit Card
ORD10246,2025-06-11,Home,Office Chair,509,2,1018,West Malaysia,Penang,TNG eWallet
ORD10249,2025-04-01,Home,Desk Lamp,797,3,2391,West Malaysia,Kuala Lumpur,FPX
ORD10252,2025-11-12,Electronics,Wireless Earbuds,3474,4,13896,West Malaysia,Penang,TNG eWallet
ORD10253,2025-11-16,Electronics,Laptop,3381,1,3381,West Malaysia,Perak,Credit Card
ORD10255,2025-05-10,Home,Coffee Maker,182,2,364,West Malaysia,Perak,Credit Card
ORD10257,2025-12-11,Fashion,T-Shirt,224,2,448,West Malaysia,Penang,FPX
ORD10263,2025-06-25,Electronics,Laptop,2417,2,4834,West Malaysia,Pahang,FPX
ORD10268,2025-01-01,Home,Air Purifier,608,1,608,West Malaysia,Selangor,FPX
ORD10271,2025-04-11,Home,Air Purifier,534,1,534,West Malaysia,Johor,Credit Card
ORD10273,2025-08-05,Electronics,Smartphone,1715,2,3430,West Malaysia,Pahang,FPX
ORD10275,2025-10-30,Electronics,Smartphone,3344,1,3344,West Malaysia,Selangor,TNG eWallet
ORD10277,2025-08-27,Electronics,Smartphone,1592,3,4776,West Malaysia,Kedah,GrabPay
ORD10278,2025-11-24,Electronics,Smartphone,3917,3,11751,West Malaysia,Perak,FPX
ORD10279,2025-09-20,Home,Desk Lamp,775,3,2325,West Malaysia,Pahang,FPX
ORD10280,2025-05-06,Home,Desk Lamp,676,1,676,West Malaysia,Kedah,FPX
ORD10282,2025-02-18,Electronics,Wireless Earbuds,3756,1,3756,West Malaysia,Perak,Credit Card
ORD10285,2025-09-11,Fashion,T-Shirt,68,3,204,West Malaysia,Pahang,FPX
ORD10286,2025-10-19,Electronics,Laptop,2301,1,2301,West Malaysia,Selangor,TNG eWallet
ORD10289,2025-04-19,Fashion,Sneakers,304,4,1216,West Malaysia,Johor,GrabPay
ORD10293,2025-12-23,Home,Coffee Maker,272,1,272,West Malaysia,Penang,Credit Card
ORD10295,2025-08-13,Home,Office Chair,649,2,1298,West Malaysia,Selangor,GrabPay
ORD10299,2025-04-13,Fashion,Sunglasses,209,3,627,West Malaysia,Perak,Credit Card
ORD10300,2025-04-30,Home,Desk Lamp,747,2,1494,West Malaysia,Kedah,TNG eWallet
ORD10301,2025-05-30,Home,Desk Lamp,155,2,310,West Malaysia,Pahang,FPX
ORD10302,2025-10-14,Home,Air Purifier,740,4,2960,West Malaysia,Pahang,Credit Card
ORD10303,2025-11-30,Home,Office Chair,756,3,2268,West Malaysia,Johor,Credit Card
ORD10304,2025-06-02,Fashion,Backpack,172,2,344,West Malaysia,Perak,GrabPay
ORD10307,2025-06-17,Fashion,T-Shirt,215,3,645,West Malaysia,Perak,FPX
ORD10308,2025-08-05,Electronics,Laptop,300,4,1200,West Malaysia,Penang,FPX
ORD10309,2025-11-23,Electronics,Smartwatch,3756,4,15024,West Malaysia,Melaka,FPX
ORD10310,2025-12-18,Fashion,Backpack,277,1,277,West Malaysia,Kuala Lumpur,FPX
ORD10311,2025-01-29,Fashion,Sneakers,299,1,299,West Malaysia,Penang,Credit Card
ORD10312,2025-03-03,Electronics,Smartphone,413,3,1239,West Malaysia,Kuala Lumpur,Credit Card
ORD10315,2025-04-01,Fashion,T-Shirt,165,4,660,West Malaysia,Pahang,FPX
ORD10322,2025-12-24,Fashion,T-Shirt,362,1,362,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10326,2025-05-31,Electronics,Wireless Earbuds,820,1,820,West Malaysia,Perak,FPX
ORD10330,2025-07-16,Electronics,Smartwatch,3413,1,3413,West Malaysia,Kuala Lumpur,Credit Card
ORD10332,2025-11-21,Home,Office Chair,634,3,1902,West Malaysia,Johor,FPX
ORD10333,2025-03-05,Home,Desk Lamp,217,3,651,West Malaysia,Johor,FPX
ORD10334,2025-02-18,Electronics,Wireless Earbuds,4445,2,8890,West Malaysia,Kedah,TNG eWallet
ORD10335,2025-04-10,Fashion,Sneakers,345,3,1035,West Malaysia,Penang,TNG eWallet
ORD10336,2025-10-16,Home,Desk Lamp,612,3,1836,West Malaysia,Penang,GrabPay
ORD10337,2025-10-11,Fashion,Sunglasses,398,3,1194,West Malaysia,Johor,TNG eWallet
ORD10338,2025-04-13,Fashion,Sunglasses,76,4,304,West Malaysia,Selangor,FPX
ORD10339,2025-05-23,Electronics,Laptop,2895,3,8685,West Malaysia,Pahang,FPX
ORD10341,2025-10-21,Fashion,Backpack,364,2,728,West Malaysia,Kedah,TNG eWallet
ORD10343,2025-06-28,Home,Desk Lamp,578,1,578,West Malaysia,Melaka,TNG eWallet
ORD10344,2025-01-13,Electronics,Wireless Earbuds,582,4,2328,West Malaysia,Perak,FPX
ORD10345,2025-09-04,Electronics,Laptop,4338,1,4338,West Malaysia,Pahang,GrabPay
ORD10346,2025-06-24,Electronics,Laptop,1302,2,2604,West Malaysia,Pahang,Credit Card
ORD10347,2025-06-12,Home,Office Chair,703,1,703,West Malaysia,Melaka,FPX
ORD10353,2025-05-01,Home,Office Chair,347,2,694,West Malaysia,Selangor,Credit Card
ORD10354,2025-07-30,Home,Coffee Maker,496,1,496,West Malaysia,Kedah,FPX
ORD10356,2025-02-07,Fashion,T-Shirt,290,1,290,West Malaysia,Melaka,TNG eWallet
ORD10357,2025-05-11,Fashion,Sneakers,311,2,622,West Malaysia,Pahang,TNG eWallet
ORD10358,2025-08-27,Fashion,Sunglasses,156,1,156,West Malaysia,Perak,Credit Card
ORD10359,2025-06-06,Fashion,Sunglasses,364,1,364,West Malaysia,Melaka,Credit Card
ORD10360,2025-09-05,Fashion,Backpack,262,2,524,West Malaysia,Selangor,Credit Card
ORD10361,2025-07-17,Fashion,Backpack,73,4,292,West Malaysia,Kedah,FPX
ORD10365,2025-04-18,Home,Coffee Maker,137,2,274,West Malaysia,Selangor,Credit Card
ORD10369,2025-11-17,Fashion,Sunglasses,61,1,61,West Malaysia,Kuala Lumpur,FPX
ORD10370,2025-01-01,Fashion,Sunglasses,124,3,372,West Malaysia,Melaka,GrabPay
ORD10373,2025-11-25,Home,Coffee Maker,202,3,606,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10375,2025-02-11,Home,Coffee Maker,161,4,644,West Malaysia,Melaka,GrabPay
ORD10376,2025-01-24,Fashion,Sunglasses,272,2,544,West Malaysia,Perak,GrabPay
ORD10377,2025-01-21,Home,Office Chair,318,2,636,West Malaysia,Melaka,TNG eWallet
ORD10379,2025-09-17,Fashion,Backpack,152,1,152,West Malaysia,Kedah,TNG eWallet
ORD10380,2025-01-05,Fashion,Sneakers,293,3,879,West Malaysia,Perak,TNG eWallet
ORD10383,2025-07-22,Electronics,Wireless Earbuds,3104,2,6208,West Malaysia,Penang,TNG eWallet
ORD10384,2025-06-23,Fashion,Sneakers,252,1,252,West Malaysia,Johor,Credit Card
ORD10385,2025-03-24,Electronics,Smartphone,3177,3,9531,West Malaysia,Johor,GrabPay
ORD10390,2025-11-02,Electronics,Laptop,305,1,305,West Malaysia,Perak,GrabPay
ORD10392,2025-05-17,Home,Desk Lamp,103,4,412,West Malaysia,Perak,FPX
ORD10394,2025-02-23,Home,Air Purifier,239,2,478,West Malaysia,Kedah,Credit Card
ORD10396,2025-11-19,Home,Air Purifier,301,1,301,West Malaysia,Kuala Lumpur,FPX
ORD10398,2025-01-25,Home,Air Purifier,488,4,1952,West Malaysia,Kedah,FPX
ORD10403,2025-09-11,Electronics,Laptop,4424,1,4424,West Malaysia,Selangor,Credit Card
ORD10404,2025-11-18,Home,Coffee Maker,108,1,108,West Malaysia,Kedah,Credit Card
ORD10407,2025-04-22,Home,Air Purifier,271,1,271,West Malaysia,Kedah,Credit Card
ORD10411,2025-01-22,Electronics,Laptop,2209,3,6627,West Malaysia,Johor,GrabPay
ORD10414,2025-07-25,Electronics,Smartphone,3444,4,13776,West Malaysia,Johor,GrabPay
ORD10418,2025-10-03,Fashion,T-Shirt,58,2,116,West Malaysia,Johor,GrabPay
ORD10419,2025-04-16,Home,Office Chair,628,3,1884,West Malaysia,Johor,Credit Card
ORD10422,2025-07-17,Electronics,Laptop,4408,3,13224,West Malaysia,Melaka,FPX
ORD10425,2025-08-11,Fashion,Backpack,345,2,690,West Malaysia,Melaka,FPX
ORD10428,2025-07-14,Home,Coffee Maker,720,2,1440,West Malaysia,Selangor,Credit Card
ORD10431,2025-11-16,Electronics,Smartphone,619,4,2476,West Malaysia,Selangor,GrabPay
ORD10432,2025-05-27,Electronics,Wireless Earbuds,539,2,1078,West Malaysia,Melaka,TNG eWallet
ORD10433,2025-05-16,Home,Desk Lamp,213,1,213,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10434,2025-07-04,Fashion,Sunglasses,385,1,385,West Malaysia,Kuala Lumpur,FPX
ORD10435,2025-12-06,Home,Air Purifier,416,1,416,West Malaysia,Pahang,Credit Card
ORD10436,2025-11-11,Fashion,T-Shirt,204,3,612,West Malaysia,Johor,FPX
ORD10438,2025-09-28,Electronics,Laptop,1075,3,3225,West Malaysia,Melaka,Credit Card
ORD10439,2025-03-14,Fashion,T-Shirt,326,2,652,West Malaysia,Johor,FPX
ORD10440,2025-08-19,Home,Coffee Maker,144,2,288,West Malaysia,Kuala Lumpur,FPX
ORD10441,2025-01-02,Electronics,Wireless Earbuds,555,3,1665,West Malaysia,Melaka,TNG eWallet
ORD10446,2025-06-18,Home,Coffee Maker,423,2,846,West Malaysia,Melaka,GrabPay
ORD10449,2025-06-13,Home,Air Purifier,654,2,1308,West Malaysia,Kuala Lumpur,Credit Card
ORD10451,2025-02-03,Electronics,Smartwatch,1711,4,6844,West Malaysia,Perak,Credit Card
ORD10460,2025-03-04,Electronics,Laptop,3253,1,3253,West Malaysia,Penang,FPX
ORD10462,2025-02-02,Electronics,Wireless Earbuds,2870,3,8610,West Malaysia,Kedah,FPX
ORD10465,2025-07-05,Fashion,Sneakers,141,2,282,West Malaysia,Perak,GrabPay
ORD10466,2025-04-05,Fashion,Backpack,260,2,520,West Malaysia,Melaka,GrabPay
ORD10469,2025-02-10,Home,Office Chair,553,4,2212,West Malaysia,Johor,TNG eWallet
ORD10472,2025-07-10,Electronics,Smartphone,842,3,2526,West Malaysia,Pahang,TNG eWallet
ORD10474,2025-09-21,Electronics,Laptop,4086,3,12258,West Malaysia,Melaka,Credit Card
ORD10475,2025-11-01,Fashion,Sunglasses,92,4,368,West Malaysia,Penang,FPX
ORD10476,2025-11-23,Fashion,Backpack,316,4,1264,West Malaysia,Pahang,GrabPay
ORD10478,2025-01-05,Home,Desk Lamp,724,3,2172,West Malaysia,Johor,Credit Card
ORD10486,2025-02-11,Fashion,Sunglasses,243,4,972,West Malaysia,Selangor,FPX
ORD10487,2025-05-05,Electronics,Wireless Earbuds,1412,4,5648,West Malaysia,Johor,GrabPay
ORD10488,2025-11-08,Electronics,Smartphone,3451,3,10353,West Malaysia,Pahang,TNG eWallet
ORD10489,2025-10-25,Fashion,Backpack,236,1,236,West Malaysia,Pahang,Credit Card
ORD10490,2025-04-15,Home,Air Purifier,249,1,249,West Malaysia,Melaka,Credit Card
ORD10492,2026-01-01,Fashion,Sunglasses,352,3,1056,West Malaysia,Perak,FPX
ORD10494,2025-01-16,Electronics,Wireless Earbuds,2921,1,2921,West Malaysia,Perak,Credit Card
ORD10495,2025-03-04,Home,Desk Lamp,331,1,331,West Malaysia,Kuala Lumpur,Credit Card
ORD10498,2025-10-11,Home,Air Purifier,586,2,1172,West Malaysia,Penang,TNG eWallet
ORD10499,2025-12-16,Electronics,Smartphone,2487,1,2487,West Malaysia,Pahang,Credit Card
ORD10500,2025-07-18,Home,Desk Lamp,492,3,1476,West Malaysia,Melaka,Credit Card
ORD10501,2025-04-13,Home,Office Chair,106,4,424,West Malaysia,Pahang,FPX
ORD10502,2025-08-01,Fashion,Sneakers,92,3,276,West Malaysia,Perak,Credit Card
ORD10503,2025-10-12,Home,Air Purifier,294,2,588,West Malaysia,Kedah,Credit Card
ORD10507,2025-08-16,Electronics,Smartwatch,1329,3,3987,West Malaysia,Perak,TNG eWallet
ORD10508,2025-06-18,Electronics,Laptop,392,1,392,West Malaysia,Perak,TNG eWallet
ORD10510,2025-01-23,Home,Coffee Maker,558,1,558,West Malaysia,Pahang,FPX
ORD10511,2025-09-18,Electronics,Smartphone,4380,4,17520,West Malaysia,Johor,GrabPay
ORD10512,2025-10-15,Home,Office Chair,250,3,750,West Malaysia,Pahang,GrabPay
ORD10513,2025-02-12,Fashion,Sneakers,361,2,722,West Malaysia,Selangor,GrabPay
ORD10515,2025-08-05,Home,Office Chair,798,1,798,West Malaysia,Melaka,FPX
ORD10518,2025-09-10,Fashion,Backpack,81,2,162,West Malaysia,Kuala Lumpur,FPX
ORD10519,2025-02-13,Electronics,Smartwatch,2050,1,2050,West Malaysia,Johor,GrabPay
ORD10527,2025-06-04,Fashion,Backpack,69,1,69,West Malaysia,Pahang,GrabPay
ORD10529,2025-12-06,Fashion,Sneakers,373,3,1119,West Malaysia,Selangor,Credit Card
ORD10532,2025-02-24,Electronics,Laptop,2679,1,2679,West Malaysia,Penang,Credit Card
ORD10533,2025-08-30,Electronics,Smartwatch,3121,3,9363,West Malaysia,Johor,GrabPay
ORD10539,2025-12-05,Electronics,Smartphone,3816,4,15264,West Malaysia,Pahang,GrabPay
ORD10540,2025-09-01,Home,Office Chair,274,1,274,West Malaysia,Perak,FPX
ORD10541,2025-04-26,Electronics,Laptop,3822,1,3822,West Malaysia,Perak,Credit Card
ORD10542,2025-04-14,Electronics,Laptop,2680,4,10720,West Malaysia,Kuala Lumpur,Credit Card
ORD10545,2025-04-21,Fashion,Sunglasses,140,2,280,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10546,2025-08-20,Home,Desk Lamp,142,4,568,West Malaysia,Kuala Lumpur,GrabPay
ORD10547,2025-01-13,Electronics,Smartwatch,2549,4,10196,West Malaysia,Melaka,Credit Card
ORD10548,2025-03-06,Fashion,Backpack,186,2,372,West Malaysia,Kedah,Credit Card
ORD10552,2025-08-20,Fashion,Sunglasses,214,4,856,West Malaysia,Pahang,Credit Card
ORD10553,2025-07-21,Electronics,Wireless Earbuds,2413,2,4826,West Malaysia,Kuala Lumpur,FPX
ORD10554,2025-10-27,Home,Coffee Maker,634,3,1902,West Malaysia,Selangor,FPX
ORD10555,2025-01-14,Fashion,T-Shirt,380,1,380,West Malaysia,Melaka,TNG eWallet
ORD10559,2025-11-26,Electronics,Smartwatch,1118,1,1118,West Malaysia,Pahang,FPX
ORD10561,2025-12-05,Home,Coffee Maker,112,1,112,West Malaysia,Melaka,Credit Card
ORD10562,2025-03-23,Home,Office Chair,184,2,368,West Malaysia,Selangor,TNG eWallet
ORD10563,2025-07-07,Home,Coffee Maker,245,2,490,West Malaysia,Kuala Lumpur,FPX
ORD10564,2025-05-11,Home,Desk Lamp,380,3,1140,West Malaysia,Kuala Lumpur,GrabPay
ORD10565,2025-02-24,Fashion,Sneakers,371,2,742,West Malaysia,Selangor,Credit Card
ORD10566,2025-02-13,Fashion,Sunglasses,175,4,700,West Malaysia,Johor,FPX
ORD10568,2025-04-19,Fashion,Backpack,183,3,549,West Malaysia,Penang,GrabPay
ORD10569,2025-03-06,Home,Coffee Maker,483,1,483,West Malaysia,Melaka,GrabPay
ORD10570,2025-10-17,Home,Air Purifier,392,2,784,West Malaysia,Perak,GrabPay
