order_id,order_date,category,product_name,unit_price_rm,quantity,total_sales_rm,region,state,payment_method
ORD10061,2025-01-30,Fashion,T-Shirt,190,1,190,West Malaysia,Kuala Lumpur,FPX
ORD10062,2025-12-27,Fashion,Sneakers,228,4,912,East Malaysia,Sabah,TNG eWallet
ORD10063,2025-09-16,Fashion,Sneakers,223,2,446,West Malaysia,Johor,GrabPay
ORD10064,2025-04-28,Fashion,T-Shirt,256,4,1024,East Malaysia,Sabah,Credit Card
ORD10065,2025-03-30,Electronics,Laptop,2014,1,2014,East Malaysia,Sabah,Credit Card
ORD10066,2025-10-16,Electronics,Smartwatch,3586,4,14344,East Malaysia,Sabah,GrabPay
ORD10067,2025-10-22,Home,Air Purifier,377,2,754,East Malaysia,Sarawak,Credit Card
ORD10068,2025-09-16,Home,Air Purifier,685,1,685,East Malaysia,Sarawak,TNG eWallet
ORD10069,2025-01-26,Fashion,Sneakers,69,2,138,East Malaysia,Sabah,Credit Card
ORD10070,2025-04-13,Home,Desk Lamp,113,1,113,West Malaysia,Penang,TNG eWallet
ORD10071,2025-06-29,Home,Air Purifier,407,2,814,East Malaysia,Sabah,FPX
ORD10072,2025-02-16,Home,Desk Lamp,115,3,345,East Malaysia,Sarawak,Credit Card
ORD10073,2025-02-25,Electronics,Wireless Earbuds,1042,3,3126,West Malaysia,Johor,TNG eWallet
ORD10074,2025-05-15,Fashion,Sunglasses,323,1,323,East Malaysia,Sabah,Credit Card
ORD10075,2025-12-12,Electronics,Laptop,3022,1,3022,East Malaysia,Sabah,FPX
ORD10076,2025-12-25,Home,Office Chair,574,1,574,East Malaysia,Sabah,Credit Card
ORD10077,2025-02-01,Fashion,Backpack,289,1,289,East Malaysia,Sabah,GrabPay
ORD10078,2025-02-10,Fashion,Backpack,285,2,570,East Malaysia,Sabah,FPX
ORD10079,2025-02-23,Fashion,Sunglasses,382,4,1528,West Malaysia,Johor,Credit Card
ORD10080,2025-07-14,Home,Office Chair,600,3,1800,West Malaysia,Melaka,TNG eWallet
ORD10081,2025-01-02,Fashion,Sunglasses,376,2,752,East Malaysia,Sarawak,TNG eWallet
ORD10082,2025-08-14,Electronics,Wireless Earbuds,2389,1,2389,West Malaysia,Kuala Lumpur,FPX
ORD10083,2025-10-27,Home,Air Purifier,215,4,860,East Malaysia,Sabah,Credit Card
ORD10084,2025-03-27,Fashion,Sunglasses,365,1,365,West Malaysia,Kuala Lumpur,FPX
ORD10085,2025-04-20,Electronics,Laptop,2011,1,2011,East Malaysia,Sarawak,FPX
ORD10086,2025-02-10,Electronics,Laptop,3823,2,7646,East Malaysia,Sarawak,Credit Card
ORD10087,2025-07-03,Fashion,T-Shirt,72,3,216,West Malaysia,Kedah,Credit Card
ORD10088,2025-07-15,Fashion,Sunglasses,330,1,330,East Malaysia,Sabah,TNG eWallet
ORD10089,2025-09-25,Fashion,Sunglasses,314,3,942,East Malaysia,Sabah,Credit Card
ORD10090,2025-07-22,Electronics,Wireless Earbuds,970,1,970,West Malaysia,Melaka,TNG eWallet
ORD10091,2025-08-19,Home,Coffee Maker,109,4,436,West Malaysia,Pahang,TNG eWallet
ORD10092,2025-07-29,Electronics,Laptop,3379,4,13516,West Malaysia,Pahang,GrabPay
ORD10093,2025-04-04,Home,Air Purifier,125,1,125,East Malaysia,Sarawak,Credit Card
ORD10094,2025-07-18,Fashion,Backpack,119,1,119,West Malaysia,Melaka,GrabPay
ORD10095,2025-11-30,Fashion,Backpack,378,2,756,East Malaysia,Sarawak,TNG eWallet
ORD10096,2025-02-01,Home,Air Purifier,292,1,292,East Malaysia,Sabah,Credit Card
ORD10097,2025-08-18,Fashion,Backpack,263,1,263,East Malaysia,Sarawak,GrabPay
ORD10098,2025-10-09,Electronics,Wireless Earbuds,1616,3,4848,East Malaysia,Sabah,GrabPay
ORD10099,2025-06-21,Electronics,Laptop,865,4,3460,West Malaysia,Kuala Lumpur,FPX
ORD10100,2025-02-06,Fashion,Backpack,94,4,376,East Malaysia,Sarawak,TNG eWallet
ORD10101,2025-09-17,Fashion,Sneakers,98,1,98,East Malaysia,Sarawak,TNG eWallet
ORD10102,2025-09-19,Fashion,Sunglasses,113,4,452,West Malaysia,Johor,GrabPay
ORD10103,2025-06-16,Electronics,Smartwatch,1227,1,1227,East Malaysia,Sabah,GrabPay
ORD10104,2025-07-09,Electronics,Laptop,2150,2,4300,East Malaysia,Sarawak,Credit Card
ORD10105,2025-02-19,Fashion,Sneakers,232,3,696,East Malaysia,Sarawak,FPX
ORD10106,2025-01-10,Home,Desk Lamp,729,2,1458,West Malaysia,Selangor,GrabPay
ORD10107,2025-05-21,Electronics,Laptop,2417,2,4834,West Malaysia,Selangor,Credit Card
ORD10108,2025-04-28,Home,Office Chair,492,4,1968,West Malaysia,Johor,GrabPay
ORD10109,2025-07-20,Home,Office Chair,263,1,263,West Malaysia,Penang,Credit Card
ORD10110,2025-02-02,Electronics,Laptop,3614,2,7228,West Malaysia,Penang,GrabPay
ORD10111,2025-10-27,Fashion,Backpack,289,1,289,West Malaysia,Pahang,GrabPay
ORD10112,2025-04-23,Electronics,Laptop,2006,4,8024,East Malaysia,Sabah,TNG eWallet
ORD10113,2025-08-31,Home,Desk Lamp,794,2,1588,West Malaysia,Melaka,GrabPay
ORD10114,2025-02-02,Fashion,T-Shirt,250,4,1000,West Malaysia,Selangor,GrabPay
ORD10115,2025-03-03,Electronics,Laptop,3490,2,6980,West Malaysia,Selangor,FPX
ORD10116,2025-04-23,Home,Coffee Maker,133,3,399,West Malaysia,Melaka,FPX
ORD10117,2025-06-26,Electronics,Smartphone,2093,3,6279,East Malaysia,Sabah,Credit Card
ORD10118,2025-01-17,Home,Coffee Maker,149,4,596,East Malaysia,Sarawak,Credit Card
ORD10119,2025-11-12,Home,Desk Lamp,786,3,2358,West Malaysia,Kuala Lumpur,GrabPay
ORD10120,2025-04-04,Home,Desk Lamp,736,2,1472,East Malaysia,Sarawak,FPX
ORD10121,2025-04-12,Electronics,Smartphone,1910,1,1910,East Malaysia,Sabah,FPX
ORD10122,2025-06-01,Home,Coffee Maker,788,2,1576,West Malaysia,Johor,Credit Card
ORD10123,2025-09-04,Home,Desk Lamp,481,2,962,East Malaysia,Sabah,TNG eWallet
ORD10124,2025-03-13,Home,Office Chair,229,3,687,East Malaysia,Sabah,FPX
ORD10125,2025-07-25,Fashion,Sneakers,294,1,294,East Malaysia,Sabah,GrabPay
ORD10126,2025-03-20,Home,Coffee Maker,106,2,212,West Malaysia,Pahang,Credit Card
ORD10127,2025-02-17,Fashion,T-Shirt,269,4,1076,West Malaysia,Selangor,TNG eWallet
ORD10128,2025-03-03,Home,Office Chair,340,1,340,East Malaysia,Sabah,Credit Card
ORD10129,2025-12-28,Home,Office Chair,334,1,334,East Malaysia,Sarawak,Credit Card
ORD10130,2025-11-14,Home,Office Chair,796,3,2388,West Malaysia,Selangor,TNG eWallet
ORD10131,2025-10-31,Electronics,Smartwatch,1486,2,2972,East Malaysia,Sarawak,TNG eWallet
ORD10132,2025-07-13,Home,Office Chair,658,1,658,West Malaysia,Kuala Lumpur,FPX
ORD10133,2025-04-12,Fashion,Sunglasses,97,3,291,West Malaysia,Melaka,Credit Card
ORD10134,2025-02-19,Fashion,Backpack,65,3,195,West Malaysia,Johor,TNG eWallet
ORD10135,2025-05-29,Fashion,Sneakers,361,4,1444,East Malaysia,Sarawak,Credit Card
ORD10136,2025-02-04,Fashion,Sneakers,210,2,420,West Malaysia,Selangor,TNG eWallet
ORD10137,2025-08-25,Home,Office Chair,399,1,399,West Malaysia,Pahang,GrabPay
ORD10138,2025-03-10,Fashion,T-Shirt,122,4,488,West Malaysia,Pahang,FPX
ORD10139,2025-10-22,Home,Office Chair,546,3,1638,East Malaysia,Sarawak,GrabPay
ORD10140,2025-12-22,Fashion,T-Shirt,252,3,756,East Malaysia,Sarawak,GrabPay
ORD10141,2025-03-03,Home,Office Chair,463,2,926,West Malaysia,Selangor,TNG eWallet
ORD10142,2025-12-10,Electronics,Laptop,3421,4,13684,West Malaysia,Perak,TNG eWallet
ORD10143,2025-02-04,Home,Desk Lamp,165,3,495,East Malaysia,Sabah,TNG eWallet
ORD10144,2025-03-24,Electronics,Wireless Earbuds,2520,2,5040,East Malaysia,Sarawak,Credit Card
ORD10145,2025-06-14,Fashion,Backpack,294,4,1176,East Malaysia,Sabah,FPX
ORD10146,2025-07-07,Fashion,T-Shirt,339,3,1017,East Malaysia,Sabah,Credit Card
ORD10147,2025-02-04,Home,Office Chair,453,2,906,East Malaysia,Sabah,Credit Card
ORD10148,2026-01-01,Home,Office Chair,623,4,2492,East Malaysia,Sarawak,GrabPay
ORD10149,2025-11-14,Fashion,T-Shirt,197,2,394,West Malaysia,Penang,TNG eWallet
ORD10150,2025-05-11,Electronics,Laptop,430,2,860,West Malaysia,Pahang,TNG eWallet
ORD10151,2025-03-02,Electronics,Smartphone,4176,1,4176,West Malaysia,Melaka,FPX
ORD10152,2025-06-23,Electronics,Laptop,1088,4,4352,East Malaysia,Sabah,GrabPay
ORD10153,2025-04-08,Electronics,Smartwatch,989,4,3956,East Malaysia,Sabah,GrabPay
ORD10154,2025-09-20,Fashion,Sneakers,141,4,564,West Malaysia,Johor,GrabPay
ORD10155,2025-01-31,Electronics,Wireless Earbuds,2102,4,8408,West Malaysia,Pahang,FPX
ORD10156,2025-10-09,Electronics,Smartphone,769,3,2307,West Malaysia,Kuala Lumpur,FPX
ORD10157,2025-06-30,Electronics,Laptop,2332,1,2332,West Malaysia,Kedah,Credit Card
ORD10158,2025-06-29,Home,Desk Lamp,656,4,2624,West Malaysia,Selangor,FPX
ORD10159,2025-05-05,Home,Desk Lamp,159,4,636,West Malaysia,Selangor,GrabPay
ORD10160,2025-05-20,Electronics,Wireless Earbuds,3524,1,3524,East Malaysia,Sabah,FPX
ORD10161,2025-02-05,Home,Desk Lamp,140,3,420,East Malaysia,Sarawak,TNG eWallet
ORD10162,2025-01-28,Home,Coffee Maker,544,3,1632,East Malaysia,Sarawak,FPX
ORD10163,2025-10-02,Electronics,Smartwatch,334,1,334,East Malaysia,Sabah,GrabPay
ORD10164,2025-05-23,Home,Office Chair,706,2,1412,West Malaysia,Pahang,TNG eWallet
ORD10165,2025-09-01,Home,Air Purifier,441,2,882,East Malaysia,Sabah,TNG eWallet
ORD10166,2025-06-04,Fashion,T-Shirt,165,2,330,East Malaysia,Sabah,FPX
ORD10167,2025-03-10,Electronics,Smartphone,1270,4,5080,West Malaysia,Perak,GrabPay
ORD10168,2025-06-13,Fashion,Backpack,387,3,1161,West Malaysia,Kuala Lumpur,FPX
ORD10169,2025-03-23,Home,Coffee Maker,489,1,489,West Malaysia,Penang,TNG eWallet
ORD10170,2025-06-16,Fashion,Backpack,232,1,232,West Malaysia,Pahang,FPX
ORD10171,2025-09-17,Fashion,Sneakers,104,4,416,East Malaysia,Sarawak,Credit Card
ORD10172,2025-10-06,Home,Air Purifier,334,1,334,West Malaysia,Johor,GrabPay
ORD10173,2025-09-09,Home,Desk Lamp,144,4,576,West Malaysia,Johor,Credit Card
ORD10174,2025-12-18,Home,Desk Lamp,265,3,795,East Malaysia,Sabah,Credit Card
ORD10175,2025-06-25,Home,Office Chair,685,3,2055,East Malaysia,Sabah,Credit Card
ORD10176,2025-12-21,Home,Air Purifier,590,1,590,East Malaysia,Sabah,GrabPay
ORD10177,2025-01-02,Fashion,Sneakers,315,4,1260,West Malaysia,Penang,FPX
ORD10178,2025-08-24,Home,Coffee Maker,668,2,1336,West Malaysia,Melaka,GrabPay
ORD10179,2025-03-19,Home,Desk Lamp,798,4,3192,East Malaysia,Sarawak,TNG eWallet
ORD10180,2025-03-14,Electronics,Smartwatch,2360,2,4720,West Malaysia,Kedah,FPX
ORD10181,2025-03-05,Electronics,Laptop,4107,3,12321,East Malaysia,Sarawak,GrabPay
ORD10182,2025-05-28,Electronics,Smartwatch,2511,4,10044,East Malaysia,Sabah,TNG eWallet
ORD10183,2025-03-04,Electronics,Laptop,1735,3,5205,West Malaysia,Johor,FPX
ORD10184,2025-07-15,Home,Coffee Maker,376,1,376,West Malaysia,Pahang,Credit Card
ORD10185,2025-06-06,Electronics,Wireless Earbuds,1811,2,3622,West Malaysia,Melaka,Credit Card
ORD10186,2025-03-31,Home,Office Chair,641,4,2564,West Malaysia,Perak,FPX
ORD10187,2025-09-30,Electronics,Smartwatch,2124,4,8496,East Malaysia,Sabah,Credit Card
ORD10188,2025-06-26,Home,Air Purifier,275,1,275,East Malaysia,Sarawak,Credit Card
ORD10189,2025-08-03,Home,Desk Lamp,611,3,1833,West Malaysia,Perak,FPX
ORD10190,2025-08-11,Electronics,Wireless Earbuds,4084,1,4084,West Malaysia,Perak,Credit Card
ORD10191,2025-05-24,Fashion,T-Shirt,84,2,168,West Malaysia,Johor,GrabPay
ORD10192,2025-03-23,Home,Coffee Maker,688,2,1376,East Malaysia,Sarawak,TNG eWallet
ORD10193,2025-01-12,Electronics,Smartwatch,4222,1,4222,East Malaysia,Sabah,Credit Card
ORD10194,2025-10-17,Electronics,Laptop,2492,4,9968,West Malaysia,Pahang,GrabPay
ORD10195,2025-08-24,Electronics,Laptop,2431,3,7293,West Malaysia,Selangor,FPX
ORD10196,2025-04-18,Home,Air Purifier,457,3,1371,East Malaysia,Sarawak,TNG eWallet
ORD10197,2025-06-28,Fashion,Backpack,344,3,1032,West Malaysia,Perak,Credit Card
ORD10198,2025-01-02,Home,Desk Lamp,769,2,1538,East Malaysia,Sarawak,GrabPay
ORD10199,2025-04-26,Electronics,Wireless Earbuds,1880,1,1880,West Malaysia,Selangor,GrabPay
ORD10200,2025-01-31,Home,Office Chair,204,3,612,West Malaysia,Selangor,FPX
ORD10201,2025-12-13,Electronics,Laptop,3584,3,10752,West Malaysia,Penang,GrabPay
ORD10202,2025-10-21,Electronics,Smartphone,3144,2,6288,West Malaysia,Kedah,FPX
ORD10203,2025-05-17,Electronics,Wireless Earbuds,1652,2,3304,West Malaysia,Perak,TNG eWallet
ORD10204,2025-01-16,Electronics,Smartwatch,1631,3,4893,East Malaysia,Sarawak,FPX
ORD10205,2025-11-15,Fashion,Sneakers,373,3,1119,East Malaysia,Sabah,FPX
ORD10206,2025-11-03,Electronics,Smartwatch,2381,4,9524,East Malaysia,Sabah,GrabPay
ORD10207,2025-10-31,Home,Desk Lamp,378,4,1512,West Malaysia,Penang,Credit Card
ORD10208,2025-04-22,Fashion,Sneakers,234,2,468,West Malaysia,Perak,GrabPay
ORD10209,2025-01-25,Electronics,Laptop,3470,1,3470,West Malaysia,Kedah,GrabPay
ORD10210,2025-11-02,Fashion,Sunglasses,269,4,1076,East Malaysia,Sarawak,TNG eWallet
ORD10211,2025-03-28,Fashion,Backpack,388,2,776,East Malaysia,Sarawak,TNG eWallet
ORD10212,2025-02-22,Home,Coffee Maker,489,3,1467,West Malaysia,Johor,Credit Card
ORD10213,2025-08-17,Electronics,Laptop,1493,4,5972,East Malaysia,Sarawak,TNG eWallet
ORD10214,2025-05-02,Electronics,Smartwatch,2605,1,2605,East Malaysia,Sarawak,Credit Card
ORD10215,2025-12-11,Fashion,Backpack,100,4,400,West Malaysia,Selangor,FPX
ORD10216,2025-09-03,Electronics,Laptop,1737,1,1737,East Malaysia,Sarawak,Credit Card
ORD10217,2025-04-14,Home,Desk Lamp,300,4,1200,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10218,2025-11-29,Home,Office Chair,468,2,936,West Malaysia,Penang,FPX
ORD10219,2025-04-14,Home,Office Chair,350,1,350,East Malaysia,Sabah,Credit Card
ORD10220,2025-11-06,Fashion,Sneakers,50,3,150,West Malaysia,Kuala Lumpur,GrabPay
ORD10221,2025-08-16,Home,Coffee Maker,627,2,1254,West Malaysia,Melaka,Credit Card
ORD10222,2025-08-14,Home,Air Purifier,103,2,206,East Malaysia,Sarawak,GrabPay
ORD10223,2025-07-23,Electronics,Smartphone,3659,3,10977,East Malaysia,Sarawak,TNG eWallet
ORD10224,2025-03-04,Fashion,Sunglasses,272,4,1088,East Malaysia,Sarawak,FPX
ORD10225,2025-05-24,Fashion,Sunglasses,384,2,768,West Malaysia,Kuala Lumpur,TNG eWallet
ORD10226,2025-01-12,Electronics,Laptop,3779,4,15116,West Malaysia,Perak,Credit Card
ORD10227,2025-02-24,Electronics,Wireless Earbuds,2830,4,11320,East Malaysia,Sarawak,TNG eWallet
ORD10228,2025-10-16,Home,Air Purifier,743,4,2972,East Malaysia,Sabah,TNG eWallet
ORD10229,2025-11-07,Electronics,Wireless Earbuds,2667,3,8001,East Malaysia,Sabah,Credit Card
ORD10230,2025-01-07,Fashion,Sneakers,164,3,492,East Malaysia,Sarawak,GrabPay
ORD10231,2025-09-23,Electronics,Wireless Earbuds,2968,3,8904,West Malaysia,Penang,TNG eWallet
ORD10232,2025-09-08,Electronics,Smartphone,858,1,858,West Malaysia,Pahang,GrabPay
ORD10233,2025-10-14,Fashion,Sneakers,253,4,1012,East Malaysia,Sabah,Credit Card
ORD10234,2025-04-08,Fashion,Sunglasses,128,3,384,West Malaysia,Perak,TNG eWallet
ORD10235,2025-06-06,Home,Coffee Maker,759,4,3036,West Malaysia,Penang,Credit Card
ORD10236,2025-06-15,Electronics,Wireless Earbuds,1399,4,5596,West Malaysia,Selangor,Credit Card
ORD10237,2025-11-12,Home,Desk Lamp,203,1,203,West Malaysia,Kedah,GrabPay
ORD10238,2025-05-06,Home,Coffee Maker,442,2,884,East Malaysia,Sabah,TNG eWallet
ORD10239,2025-04-16,Electronics,Smartphone,2907,1,2907,East Malaysia,Sarawak,Credit Card
ORD10240,2025-04-13,Electronics,Smartphone,1088,4,4352,East Malaysia,Sabah,Credit Card
ORD10241,2025-03-13,Fashion,Backpack,221,2,442,West Malaysia,Selangor,TNG eWallet
ORD10242,2025-04-27,Fashion,Backpack,114,1,114,East Malaysia,Sarawak,TNG eWallet
ORD10243,2025-06-10,Fashion,Sneakers,241,4,964,East Malaysia,Sabah,FPX
ORD10244,2025-11-15,Home,Air Purifier,568,1,568,West Malaysia,Perak,TNG eWallet
ORD10245,2025-08-01,Home,Desk Lamp,392,4,1568,West Malaysia,Johor,Credit Card
ORD10246,2025-06-11,Home,Office Chair,509,2,1018,West Malaysia,Penang,TNG eWallet
ORD10247,2025-07-15,Fashion,Sneakers,160,1,160,East Malaysia,Sarawak,FPX
ORD10248,2025-08-31,Fashion,Backpack,155,1,155,East Malaysia,Sabah,GrabPay
ORD10249,2025-04-01,Home,Desk Lamp,797,3,2391,West Malaysia,Kuala Lumpur,FPX
ORD10250,2025-05-04,Fashion,Sneakers,170,1,170,East Malaysia,Sarawak,FPX
ORD10251,2025-01-11,Electronics,Smartwatch,3841,4,15364,East Malaysia,Sabah,GrabPay
ORD10252,2025-11-12,Electronics,Wireless Earbuds,3474,4,13896,West Malaysia,Penang,TNG eWallet
ORD10253,2025-11-16,Electronics,Laptop,3381,1,3381,West Malaysia,Perak,Credit Card
ORD10254,2025-02-20,Electronics,Wireless Earbuds,1836,1,1836,East Malaysia,Sarawak,FPX
ORD10255,2025-05-10,Home,Coffee Maker,182,2,364,West Malaysia,Perak,Credit Card
ORD10256,2025-12-16,Home,Air Purifier,727,4,2908,East Malaysia,Sabah,TNG eWallet
ORD10257,2025-12-11,Fashion,T-Shirt,224,2,448,West Malaysia,Penang,FPX
ORD10258,2025-05-02,Home,Coffee Maker,324,1,324,East Malaysia,Sarawak,TNG eWallet
ORD10259,2025-08-22,Electronics,Laptop,1570,3,4710,East Malaysia,Sabah,TNG eWallet
ORD10260,2025-09-09,Home,Desk Lamp,149,3,447,East Malaysia,Sarawak,GrabPay
ORD10261,2025-09-13,Electronics,Wireless Earbuds,3879,2,7758,East Malaysia,Sarawak,TNG eWallet
ORD10262,2025-02-01,Fashion,Backpack,285,3,855,East Malaysia,Sabah,FPX
ORD10263,2025-06-25,Electronics,Laptop,2417,2,4834,West Malaysia,Pahang,FPX
ORD10264,2025-11-23,Fashion,Sunglasses,331,3,993,East Malaysia,Sabah,TNG eWallet
ORD10265,2025-04-02,Home,Coffee Maker,592,2,1184,East Malaysia,Sarawak,FPX
ORD10266,2025-04-13,Electronics,Smartphone,2582,1,2582,East Malaysia,Sarawak,Credit Card
ORD10267,2025-03-01,Electronics,Smartwatch,3208,2,6416,East Malaysia,Sabah,FPX
ORD10268,2025-01-01,Home,Air Purifier,608,1,608,West Malaysia,Selangor,FPX
ORD10269,2025-05-13,Fashion,Backpack,156,2,312,East Malaysia,Sabah,Credit Card
ORD10270,2025-11-26,Fashion,T-Shirt,275,4,1100,East Malaysia,Sabah,GrabPay
ORD10271,2025-04-11,Home,Air Purifier,534,1,534,West Malaysia,Johor,Credit Card
ORD10272,2025-11-05,Fashion,Backpack,344,2,688,East Malaysia,Sabah,GrabPay
ORD10273,2025-08-05,Electronics,Smartphone,1715,2,3430,West Malaysia,Pahang,FPX
ORD10274,2025-02-15,Home,Coffee Maker,386,1,386,East Malaysia,Sarawak,Credit Card
ORD10275,2025-10-30,Electronics,Smartphone,3344,1,3344,West Malaysia,Selangor,TNG eWallet
ORD10276,2025-12-16,Electronics,Laptop,3089,2,6178,East Malaysia,Sarawak,Credit Card
ORD10277,2025-08-27,Electronics,Smartphone,1592,3,4776,West Malaysia,Kedah,GrabPay
ORD10278,2025-11-24,Electronics,Smartphone,3917,3,11751,West Malaysia,Perak,FPX
ORD10279,2025-09-20,Home,Desk Lamp,775,3,2325,West Malaysia,Pahang,FPX
ORD10280,2025-05-06,Home,Desk Lamp,676,1,676,West Malaysia,Kedah,FPX
ORD10281,2025-04-18,Electronics,Smartphone,3188,3,9564,East Malaysia,Sarawak,FPX
